Id,Point
15599,"52.6758,.36513"
15603,"52.3151,1.66949"
15607,"53.4581,-1.9879"
15609,"55.1625,-1.76129"
15616,"50.5334,-3.60254"
15617,"51.0801,-4.06453"
15627,"53.6948,-2.25185"
15628,"53.6987,-2.20069"
15629,"53.5861,-2.08895"
15630,"53.7003,-2.2831"
15631,"53.4375,-2.70565"
15632,"53.4639,-2.77343"
15636,"51.5973,-3.03336"
15833,"53.7198,-.23541"
15835,"53.6526,-.13104"
15836,"53.9089,-.38514"
15837,"53.9089,-.38514"
15847,"51.5769,.61665"
15848,"56.3708,-4.01916"
15849,"55.4869,-3.69058"
15850,"57.696,-4.25878"
15851,"56.2744,-5.27743"
15852,"56.2179,-5.29713"
15853,"56.9622,-2.21622"
15854,"57.6828,-4.03835"
15855,"57.4783,-4.20706"
15856,"55.9392,-4.18259"
15857,"56.3369,-4.71758"
15858,"55.7564,-4.68557"
15859,"56.6162,-5.50303"
15860,"57.6732,-3.10845"
15861,"54.7947,-4.06237"
15862,"56.4918,-3.50801"
15863,"55.0881,-4.38606"
15864,"55.3621,-3.46267"
15865,"56.4611,-3.79924"
15866,"56.4116,-5.48067"
15885,"52.7514,.39332"
15899,"52.3365,1.52883"
15900,"52.7514,.39332"
15901,"50.646,-2.42083"
15903,"52.0881,1.31645"
15904,"52.1651,1.49462"
15905,"54.2608,-.75223"
15906,"52.8759,.2184"
15907,"53.6177,-9.67116"
15908,"53.6546,-6.41204"
15912,"52.5644,-8.77737"
15913,"52.5689,-8.79812"
15914,"52.2597,-7.10243"
15915,"53.2208,-8.74324"
15916,"54.0473,-7.92641"
15917,"55.0438,-7.72069"
15918,"54.0284,-7.79711"
15919,"52.0961,-9.13281"
15920,"53.3926,-8.331"
15921,"53.3179,-9.06622"
15922,"54.1771,-7.17733"
15924,"53.387,-9.07639"
15926,"52.3821,-7.62855"
15927,"52.6415,-7.2175"
15928,"51.7491,-9.09799"
15929,"52.3415,-7.74648"
15930,"53.7639,-7.72593"
15931,"52.792,-6.14523"
15932,"52.7983,-6.15207"
15934,"52.2791,-6.43554"
15935,"52.4588,-8.65117"
15937,"53.4229,-7.94178"
15938,"52.6861,-7.73954"
15939,"52.5235,-8.01406"
15940,"53.6286,-9.11403"
15941,"53.6256,-9.09862"
15944,"52.8243,-6.89815"
15945,"52.5195,-8.0223"
15946,"54.0566,-7.69364"
15950,"52.6665,-8.61938"
15951,"52.2628,-9.71196"
15953,"52.8469,-7.454"
15954,"53.0994,-8.75235"
15957,"51.8282,-8.00147"
15958,"52.1314,-8.65421"
15960,"52.2968,-7.7945"
15962,"53.5308,-8.87438"
15963,"54.1817,-8.46839"
15965,"53.0144,-8.20577"
15967,"53.9379,-9.10289"
15970,"51.9276,-9.12443"
15971,"52.2601,-9.69157"
15972,"53.604,-8.12708"
15973,"54.144,-8.54906"
15974,"52.2191,-8.50323"
15975,"54.061,-8.3092"
15978,"51.9395,-9.16119"
15979,"54.0365,-8.81683"
15980,"53.897,-8.55703"
15986,"53.6653,-6.35786"
15988,"54.0893,-7.6187"
15989,"53.9626,-7.45718"
15991,"53.828,-8.07504"
15993,"54.0593,-8.51116"
15994,"54.1793,-8.55336"
15995,"53.6547,-6.68059"
15997,"54.0485,-8.05064"
15998,"52.2579,-9.73578"
15999,"52.6437,-6.27079"
16001,"53.1322,-7.30843"
16002,"52.9431,-7.64411"
16005,"53.4531,-6.95884"
16007,"53.4749,-6.23177"
16009,"52.4232,-8.66084"
16010,"53.848,-6.59434"
16011,"53.7329,-9.24907"
16014,"52.0234,-9.50649"
16017,"52.3577,-7.92294"
16019,"53.2656,-8.79041"
16021,"52.5451,-7.38846"
16022,"53.7289,-7.40717"
16026,"52.8085,-8.9368"
16028,"53.9432,-8.09556"
16030,"53.743,-9.31286"
16033,"52.1347,-8.62286"
16034,"52.1676,-9.70277"
16035,"53.4855,-6.92185"
16039,"52.1788,-8.91082"
16041,"52.8172,-8.96275"
16042,"52.8154,-8.96154"
16043,"52.8171,-8.96284"
16044,"52.8916,-8.20771"
16045,"53.2293,-8.87478"
16046,"52.083,-8.681"
16047,"52.7158,-7.79176"
16048,"51.6226,-8.89424"
16050,"53.2587,-7.08685"
16052,"52.3515,-7.6946"
16053,"52.3515,-7.69448"
16054,"53.4377,-7.42765"
16055,"52.6851,-8.43199"
16056,"53.9675,-8.93077"
16057,"53.653,-9.11748"
16060,"53.1148,-8.3708"
16062,"53.8866,-7.91887"
16063,"53.4376,-8.86384"
16064,"52.9438,-9.06192"
16066,"53.2277,-8.73314"
16067,"53.5457,-9.28941"
16068,"53.1017,-7.92046"
16069,"52.5192,-8.71847"
16070,"53.9291,-8.43478"
16071,"52.2045,-6.62958"
16072,"53.5491,-7.35157"
16073,"53.9583,-8.40639"
16074,"51.7652,-8.68267"
16075,"54.0131,-8.83488"
16076,"53.1943,-7.17449"
16078,"52.4421,-9.03111"
16079,"54.0128,-7.55875"
16080,"53.6749,-9.54636"
16081,"53.5561,-7.84905"
16084,"54.038,-7.4018"
16088,"52.8388,-8.96717"
16089,"52.1685,-8.25896"
16090,"54.7987,-7.764"
16091,"54.2271,-8.29949"
16092,"53.9231,-8.00817"
16094,"53.6565,-6.4146"
16095,"53.6562,-6.40771"
16097,"52.8471,-7.39799"
16098,"52.4541,-6.56258"
16099,"52.8467,-8.98179"
16100,"52.5023,-6.56685"
16101,"52.9378,-9.29"
16103,"52.2707,-9.86356"
16106,"52.1396,-8.2754"
16107,"52.1386,-8.27663"
16108,"52.1397,-8.27195"
16110,"52.469,-9.63337"
16111,"52.6212,-8.76482"
16112,"52.3508,-6.51145"
16114,"52.328,-7.31592"
16115,"52.048,-9.49795"
16116,"54.1389,-7.43674"
16117,"54.4594,-8.26069"
16118,"52.2737,-7.75799"
16119,"52.2738,-7.75605"
16120,"53.6582,-9.15424"
16121,"52.1207,-8.88902"
16123,"53.7258,-6.80288"
16124,"53.278,-9.05627"
16125,"52.3971,-8.66135"
16127,"55.0003,-7.89448"
16128,"52.852,-8.95047"
16129,"52.8442,-8.9591"
16130,"53.8,-8.05198"
16131,"52.1498,-8.22084"
16133,"53.6483,-7.56672"
16134,"53.6479,-7.56599"
16135,"53.6542,-7.58636"
16136,"52.2486,-8.40572"
16137,"53.8639,-9.18178"
16138,"52.0899,-9.03032"
16140,"53.1836,-8.64242"
16143,"51.9281,-8.55821"
16145,"54.0225,-7.95809"
16147,"52.4628,-9.01885"
16148,"52.513,-8.6198"
16149,"52.179,-8.90402"
16150,"52.3955,-8.68492"
16151,"52.6648,-8.58388"
16153,"53.4674,-7.98686"
16154,"52.8253,-9.03624"
16155,"52.4681,-9.5344"
16156,"54.017,-7.45831"
16157,"52.5091,-8.71526"
16158,"53.9231,-8.03033"
16159,"52.2563,-7.11089"
16160,"52.6534,-7.25043"
16162,"52.078,-8.62518"
16163,"52.3516,-7.70671"
16165,"52.0896,-9.02899"
16166,"53.2583,-6.628"
16167,"52.9593,-7.46161"
16169,"52.179,-8.90402"
16170,"53.2141,-8.87133"
16171,"54.1025,-7.44901"
16174,"53.0455,-8.73926"
16176,"53.0232,-8.76927"
16177,"52.4173,-7.97571"
16178,"52.4173,-7.97571"
16184,"54.0079,-7.47065"
16186,"54.0803,-7.69113"
16187,"53.7103,-7.87253"
16188,"51.9895,-8.58857"
16193,"52.3367,-7.78927"
16197,"52.8482,-8.97252"
16198,"52.211,-6.38314"
16199,"54.4523,-8.24001"
16203,"53.6633,-6.72033"
16206,"53.9247,-8.46715"
16207,"53.6113,-7.30328"
16208,"53.894,-7.85174"
16210,"55.3716,-7.33464"
16212,"52.1311,-8.65672"
16213,"52.1322,-8.64104"
16214,"52.1323,-8.64161"
16216,"52.867,-7.37933"
16218,"52.7782,-6.96359"
16219,"53.9091,-9.18444"
16220,"53.2195,-7.79795"
16222,"52.9693,-7.89731"
16225,"52.4828,-9.68092"
16226,"53.7194,-6.2544"
16228,"53.821,-7.2831"
16231,"53.7329,-7.82385"
16232,"53.5279,-7.33481"
16234,"52.5916,-8.31467"
16235,"53.1319,-7.97574"
16236,"54.3198,-8.20126"
16237,"52.4595,-7.99789"
16238,"52.4595,-7.99789"
16240,"54.9311,-7.81793"
16242,"53.4297,-7.42405"
16244,"52.5598,-8.82561"
16245,"52.0832,-8.65183"
16246,"53.769,-7.0112"
16247,"52.0074,-9.54944"
16248,"53.2718,-8.92946"
16249,"53.4314,-9.32114"
16250,"53.697,-9.60813"
16254,"53.1459,-7.07058"
16255,"52.3493,-7.32487"
16257,"53.9653,-9.12963"
16258,"53.9777,-9.20808"
16259,"54.9484,-7.71415"
16260,"53.798,-6.22144"
16261,"53.1618,-7.19295"
16262,"53.0586,-8.89052"
16263,"52.5009,-6.56417"
16264,"52.5011,-6.5642"
16265,"53.2808,-7.61568"
16266,"54.1039,-9.15768"
16267,"53.2169,-8.80787"
16268,"53.2206,-6.99266"
16270,"53.2578,-8.67954"
16271,"52.521,-8.94355"
16276,"52.3876,-8.54077"
16277,"53.9312,-7.81507"
16279,"52.1934,-9.5662"
16284,"53.2669,-9.56206"
16285,"52.6361,-8.63261"
16287,"53.0534,-8.7724"
16288,"53.8867,-7.5034"
16290,"52.5485,-6.55022"
16292,"53.9227,-9.06098"
16293,"53.2743,-9.30831"
16295,"52.2234,-7.12794"
16296,"52.1107,-8.88892"
16298,"52.4326,-9.63692"
16299,"52.7927,-7.83719"
16300,"51.8418,-9.89929"
16301,"52.4933,-6.57336"
16302,"52.4855,-6.92429"
16304,"53.7963,-7.04361"
16305,"52.5815,-8.32935"
16306,"53.0928,-7.88158"
16307,"52.1915,-6.47101"
16308,"53.9211,-6.54957"
16309,"52.273,-7.84291"
16310,"52.273,-7.84291"
16311,"54.1116,-8.58253"
16314,"52.6791,-7.80962"
16315,"53.9656,-8.3512"
16316,"53.3445,-7.33159"
16317,"52.0568,-9.60503"
16318,"54.1079,-7.51925"
16319,"52.001,-9.50622"
16321,"52.2469,-7.11904"
16323,"53.5564,-6.79184"
16324,"52.854,-8.97089"
16325,"53.2732,-7.50124"
16327,"55.1436,-7.45239"
16328,"53.8855,-9.20803"
16329,"53.6308,-9.09587"
16331,"54.0489,-7.40564"
16332,"52.8486,-8.99084"
16334,"53.8316,-7.09079"
16335,"53.8344,-7.07858"
16336,"53.3058,-6.26696"
16337,"52.6952,-8.46459"
16338,"52.0549,-9.52722"
16340,"53.7294,-8.46603"
16341,"53.27,-9.05565"
16342,"54.0507,-7.86659"
16343,"52.3497,-7.71682"
16345,"50.8099,-2.72637"
16357,"50.6803,-3.46456"
16358,"53.5551,-2.62427"
16359,"54.1601,-3.17666"
16360,"54.155,-3.18471"
16361,"54.1977,-3.09866"
16362,"53.7444,-2.49046"
16365,"50.277,-3.77231"
16366,"50.2355,-3.76755"
16368,"51.06618,.85703"
16369,"51.0895,-1.27174"
16493,"50.97502,.96453"
16495,"53.62619,-2.57557"
16496,"53.60685,-2.55989"
16501,"50.81575,.16477"
16502,"50.82568,.17508"
16503,"50.7943,.31294"
16507,"50.85519,-.97919"
16509,"50.72504,-1.59212"
16513,"51.08955,-1.27174"
16517,"50.73112,-1.1517"
16523,"50.80681,-.6828"
16524,"50.82045,-.44387"
16527,"52.47692,-.9222"
16539,"53.95992,-1.07185"
16540,"53.96016,-1.06864"
16541,"53.95264,-1.07894"
16549,"52.5563,.69655"
16550,"51.08683,1.17484"
17550,"51.79631,-2.68639"
17551,"52.19292,.8896"
17587,"52.19196,-2.71866"
17591,"52.44211,-.45813"
17616,"52.23678,-.83945"
17617,"52.23678,-.83945"
17618,"52.04971,.45273"
17623,"52.54875,-.12255"
17624,"52.54875,-.12255"
17625,"52.56908,-.18841"
17626,"52.13422,-.46237"
17627,"52.22877,-.86657"
17628,"52.59514,-.5443"
17629,"52.23204,-.8864"
17641,"53.4804,-2.0711"
17672,"53.96903,-1.10649"
17673,"53.91859,-.93299"
17680,"51.86511,-1.61795"
17681,"51.52853,.16544"
17682,"51.51283,.15943"
17685,"53.88744,-1.26278"
17691,"53.70487,-.36539"
17694,"53.7058,-1.88545"
17757,"51.53511,-1.8851"
17764,"52.39608,-3.89995"
17802,"51.17207,-.00801"
17806,"51.02583,-3.0666"
17886,"51.22821,-1.33832"
17893,"50.85014,-1.23044"
17941,"53.26822,-4.33326"
17943,"52.29512,-3.4987"
17997,"50.74061,-.81875"
18716,"51.41189,-1.32104"
28,"52.1977,-1.60257"
35,"52.51439,-3.42727"
68,"52.38162,-2.72423"
76,"51.88149,-2.20684"
99,"51.89072,-2.0661"
102,"52.5824,-2.19219"
107,"51.84005,-2.14211"
108,"51.84094,-2.20223"
110,"51.85212,-2.23332"
116,"52.7797,-3.03786"
119,"52.5204,-1.75117"
166,"52.75855,-1.16406"
222,"51.01829,-2.0115"
226,"50.85308,-2.16708"
265,"50.60919,-1.96271"
299,"50.74769,-3.11091"
317,"50.39066,-3.72193"
360,"50.32115,-4.96175"
372,"50.17267,-5.10941"
385,"50.46561,-4.55954"
435,"51.2117,-3.56929"
439,"51.15573,-3.30224"
469,"51.19971,-2.8617"
823,"51.60707,-3.10288"
861,"51.6033,-3.54098"
908,"51.8862,-5.18925"
912,"51.73672,-4.69838"
991,"51.71943,-1.58897"
1020,"51.8614,-1.3032"
1032,"51.73098,-1.25134"
1039,"51.57149,-1.44933"
1042,"51.65061,-1.26712"
1046,"51.85068,-.77258"
1073,"51.74693,-2.21795"
1076,"51.74761,-2.21428"
1077,"52.30979,-2.59383"
1100,"51.29697,-1.05642"
1118,"51.42653,-.89818"
1139,"51.52899,-.71695"
1141,"51.90737,-2.06141"
1150,"52.04669,-1.96336"
1179,"51.5988,-.37682"
1217,"51.28784,-.50599"
1265,"51.6178,-.26652"
1297,"53.0199,-1.42557"
1298,"52.76224,-.88983"
1307,"51.42414,-.00315"
1339,"50.2296,-5.38867"
1343,"50.36143,-4.71565"
1347,"51.8753,-.06269"
1420,"54.0068,-2.22198"
1440,"54.66832,-2.76745"
1458,"51.18966,.16086"
1482,"52.4939,-.64928"
1486,"51.16661,-1.44181"
1500,"52.22799,-.93409"
1511,"51.09538,.0522"
1539,"52.37701,-.26941"
1563,"52.79722,.40732"
1590,"52.13374,-.46003"
1595,"52.09317,.29252"
1596,"52.17142,.09915"
1597,"52.13447,.14179"
1606,"52.25396,-.30937"
1627,"52.02676,-.26693"
1637,"52.0803,.72442"
1641,"51.14828,.68227"
1683,"52.31732,-.07294"
1702,"52.24916,-.48534"
1729,"52.24842,-.90723"
1757,"52.19277,.88937"
1769,"52.23655,.17692"
1780,"52.13593,-.99619"
1787,"50.98145,.46884"
1833,"50.96876,.09789"
1846,"50.89676,-.54436"
1871,"53.98202,-2.09754"
1968,"53.70236,-1.79394"
1969,"53.69806,-1.87313"
1985,"53.70987,-1.69022"
1987,"53.72206,-1.7165"
2025,"53.85389,-1.18221"
2036,"54.09648,-1.39444"
2071,"53.91798,-.93112"
2074,"53.93303,-.77487"
2077,"54.56751,-.89873"
4020,"56.3197,-3.6587"
4031,"58.48006,-4.20778"
4048,"57.3878,-4.18835"
4055,"57.55103,-3.1404"
4062,"56.72691,-2.65591"
4070,"57.59243,-3.70889"
4079,"56.87701,-5.0506"
4087,"55.37831,-2.59001"
4097,"56.84178,-5.12384"
4144,"55.73661,-2.90686"
4161,"57.54278,-2.84778"
4178,"57.45497,-2.80758"
4184,"57.05991,-3.06955"
4200,"56.75024,-3.79912"
4210,"57.60438,-5.29171"
4211,"57.15099,-3.85128"
4214,"56.63544,-2.56459"
4221,"55.73946,-2.75706"
4243,"56.46393,-3.47765"
4262,"57.3445,-3.32823"
4292,"57.3235,-2.46488"
4296,"57.59945,-3.43319"
4314,"57.64635,-3.35194"
4317,"55.72819,-3.2078"
4336,"57.0717,-3.99865"
7389,"50.8698,.00005"
7652,"51.2074,-3.59641"
8013,"52.4352,-1.9135"
8336,"50.429,-3.68139"
8341,"51.0239,-4.23689"
8516,"51.7512,-1.24667"
9689,"50.7068,-1.50002"
9703,"51.1526,-1.45948"
10552,"52.218,-2.21321"
10669,"53.3678,-1.52142"
11974,"54.56254,-1.30909"
13409,"52.3966,-1.59168"
14449,"50.6412,-2.48076"
14453,"50.2601,-5.27922"
14467,"50.8313,-.85788"
14965,"54.6673,-2.75705"
15846,"52.1263,-.4291"
16027,"52.3441,-7.41037"
16275,"51.835,-8.30557"
16370,"52.6834,-1.23014"
16499,"51.06926,-.50949"
16504,"50.85201,-.98493"
16511,"50.95677,-1.21207"
16519,"51.11527,-1.49592"
16522,"50.78887,.39826"
16525,"50.83118,-.63826"
16526,"51.06787,-.48868"
16542,"51.08568,1.17763"
16545,"51.8486,-2.22043"
17607,"52.94892,-2.03641"
17631,"53.70991,-1.08201"
17747,"52.83924,-1.66578"
17805,"51.02583,-3.0666"
17890,"51.07847,-1.48014"
17900,"50.99468,-1.03232"
1,"52.38358,-2.32243"
2,"52.09218,-1.94287"
3,"52.75994,-3.45514"
4,"52.72449,-2.87219"
5,"52.31322,-2.59153"
7,"52.25539,-2.1939"
8,"52.70664,-2.60557"
9,"52.55352,-3.23355"
10,"52.11444,-2.108"
11,"52.72361,-2.60981"
12,"51.90904,-2.32672"
13,"52.67813,-2.79169"
14,"52.76778,-2.83971"
15,"52.10079,-1.91016"
16,"52.55522,-2.37605"
17,"52.4301,-3.54574"
18,"51.74003,-2.24686"
19,"52.76899,-3.10875"
20,"52.19898,-2.38927"
21,"52.04967,-2.20074"
22,"52.38533,-2.33787"
23,"52.06485,-1.96668"
24,"52.79433,-3.11028"
25,"52.32001,-2.52384"
26,"52.78104,-2.47481"
29,"52.31622,-1.43146"
30,"52.40601,-2.80327"
31,"51.94893,-2.22706"
32,"52.51275,-2.20594"
33,"51.92295,-2.265"
34,"52.45122,-3.53913"
36,"52.70735,-3.25017"
37,"52.70981,-2.75807"
39,"52.46133,-2.20746"
40,"52.17981,-2.22545"
41,"52.17707,-2.28832"
42,"52.00172,-2.16309"
43,"52.39515,-1.17315"
44,"52.38549,-1.26251"
45,"52.28494,-1.56265"
46,"52.06227,-1.62201"
47,"52.19161,-1.70122"
48,"52.2741,-1.88958"
49,"52.24754,-1.79399"
50,"52.10745,-2.07192"
51,"51.99867,-2.1555"
52,"51.85022,-2.3366"
53,"52.18041,-1.87504"
54,"52.34479,-3.04394"
55,"52.46812,-3.60066"
56,"51.7645,-2.5568"
57,"52.03495,-2.11656"
58,"52.3591,-2.87614"
59,"52.1268,-2.05605"
60,"52.63637,-2.52495"
61,"51.88595,-2.05267"
62,"51.79705,-2.3481"
63,"52.7046,-3.32172"
64,"52.74587,-3.04106"
65,"52.67668,-3.43374"
66,"51.86499,-2.25219"
69,"52.75427,-2.53408"
70,"52.73575,-2.99431"
71,"52.67246,-3.11577"
72,"52.53495,-2.41583"
73,"51.92624,-2.19757"
74,"51.71745,-2.48283"
77,"51.89607,-2.06974"
78,"51.8323,-2.27014"
79,"52.60185,-3.16684"
80,"51.82456,-2.29785"
81,"51.86891,-2.19604"
82,"51.7534,-2.32224"
84,"52.30677,-2.07694"
85,"52.4629,-2.06142"
86,"51.73044,-2.36221"
88,"52.31352,-1.3149"
89,"52.26098,-1.40802"
90,"52.15861,-2.21944"
91,"51.7239,-2.13097"
92,"51.88783,-2.25694"
93,"52.29695,-1.77737"
95,"52.3641,-2.70647"
96,"52.24876,-1.99445"
97,"51.72972,-2.5348"
98,"52.31179,-2.6254"
101,"52.39487,-3.16034"
103,"52.20698,-2.23526"
104,"52.289,-2.41868"
105,"51.91359,-2.10088"
106,"51.88969,-2.06229"
111,"52.67456,-2.37932"
112,"51.84843,-2.21741"
115,"52.74744,-2.9722"
118,"53.36232,-1.70362"
120,"52.80528,-2.01107"
121,"52.86544,-1.33536"
122,"52.95456,-1.83398"
123,"52.95272,-1.07771"
124,"53.12411,-1.55792"
125,"52.75693,-1.80539"
126,"52.79152,-2.0385"
127,"53.39775,-.96495"
128,"52.85555,-1.64872"
129,"52.78066,-1.6471"
130,"53.13187,-.80365"
131,"53.22368,-1.7275"
132,"52.70624,-1.0915"
133,"52.62791,-1.61302"
134,"53.05347,-1.79302"
135,"53.26963,-.952"
136,"52.46012,-1.89721"
137,"53.01758,-2.16213"
138,"53.049,-1.87911"
139,"53.21131,-1.61093"
140,"53.05588,-1.78227"
141,"53.07274,-1.44143"
142,"53.30924,-1.13819"
143,"52.83976,-2.17408"
144,"52.72782,-2.11766"
145,"52.99832,-1.52538"
146,"52.70311,-1.14248"
147,"53.0139,-1.73895"
149,"53.06434,-2.02681"
150,"53.4985,-.6643"
151,"53.29352,-.75099"
152,"52.48422,-1.73194"
153,"52.8807,-1.34642"
154,"52.6313,-1.6975"
155,"53.07791,-.93427"
156,"52.83191,-1.27353"
157,"52.90252,-1.83492"
158,"52.54113,-1.69561"
159,"52.56022,-1.98342"
160,"52.57128,-1.20127"
161,"52.91626,-2.17186"
162,"52.92727,-1.47544"
163,"52.57387,-1.13452"
164,"52.52495,-1.91151"
165,"53.37718,-1.05324"
167,"52.49625,-1.68841"
168,"53.59199,-.73817"
169,"53.3927,-.77683"
170,"53.16677,-1.16423"
171,"53.22652,-1.00803"
173,"52.9536,-1.98952"
174,"52.87715,-1.75912"
175,"52.92479,-1.16696"
176,"52.37617,-1.81443"
177,"52.84825,-1.56206"
178,"52.97635,-1.86055"
179,"53.12011,-2.01279"
180,"53.08321,-1.32768"
181,"52.89603,-.96222"
182,"53.30838,-.94265"
183,"52.39768,-1.8538"
184,"52.6198,-1.14647"
185,"53.00347,-1.31"
186,"52.55346,-1.17194"
187,"52.78323,-1.27955"
188,"53.25362,-1.90402"
189,"52.67529,-.88818"
190,"53.00957,-1.19004"
191,"52.76537,-1.21432"
192,"52.9216,-1.28348"
193,"52.94819,-1.18333"
194,"53.13761,-1.19888"
195,"52.75568,-.97075"
198,"51.06149,-2.08036"
199,"51.07638,-1.86256"
201,"51.10746,-1.87809"
202,"51.18391,-2.13214"
203,"51.17156,-1.78517"
204,"51.30252,-1.80988"
205,"51.30252,-1.80988"
207,"51.1606,-2.04327"
208,"50.74809,-1.78001"
210,"51.03643,-1.77174"
213,"50.9284,-1.77728"
214,"50.92841,-1.77727"
215,"50.87398,-1.77325"
216,"51.2423,-1.662"
217,"51.13707,-1.72022"
218,"51.06283,-1.77975"
219,"51.06106,-1.79447"
220,"50.99411,-1.748"
221,"51.07653,-1.80352"
223,"51.04959,-2.27601"
224,"51.03422,-2.26561"
225,"50.93142,-2.25754"
228,"50.76384,-1.84202"
229,"50.78969,-1.97131"
230,"50.77145,-1.8221"
231,"50.74095,-1.80605"
232,"50.80586,-1.99"
233,"51.049,-2.4125"
235,"51.03726,-2.27876"
236,"50.76824,-1.87684"
238,"50.79717,-2.08301"
239,"51.0674,-2.26952"
242,"50.78943,-2.75002"
243,"50.65373,-2.47325"
244,"50.73239,-2.75233"
246,"50.71077,-2.63882"
248,"50.7398,-2.89165"
249,"50.70164,-2.72594"
250,"50.76174,-2.68832"
251,"50.73194,-2.75219"
252,"50.8072,-2.73927"
254,"50.77657,-2.57434"
255,"50.71205,-2.41435"
256,"50.73977,-2.25332"
257,"50.68103,-2.18913"
259,"50.79526,-2.52286"
260,"50.71565,-2.4092"
261,"50.79688,-2.65687"
262,"50.7671,-2.40074"
263,"50.79061,-2.41642"
264,"50.61323,-1.97161"
269,"50.75976,-3.55964"
270,"50.80428,-3.5113"
271,"50.84321,-3.39215"
272,"50.95,-3.50637"
273,"51.02186,-3.53135"
274,"51.02319,-3.51986"
275,"51.13286,-3.64085"
276,"50.68224,-3.4701"
278,"50.71626,-3.52736"
279,"50.73317,-3.43763"
280,"50.7761,-3.4039"
282,"50.91586,-3.27996"
283,"50.78241,-3.49615"
284,"50.88304,-3.48985"
285,"50.82097,-3.65781"
286,"50.77557,-3.71833"
288,"51.1383,-3.7585"
289,"50.68148,-3.47057"
290,"50.98919,-3.48413"
291,"50.71779,-3.21979"
292,"50.78002,-3.25721"
293,"50.75287,-3.04724"
294,"50.68833,-3.29425"
295,"50.65222,-3.31999"
296,"50.7672,-3.29458"
297,"50.79665,-3.18348"
298,"50.68215,-3.23598"
300,"50.85681,-3.05894"
302,"50.79559,-2.98434"
303,"50.79571,-3.11148"
304,"50.85004,-2.88867"
305,"50.79878,-3.19437"
306,"50.65615,-3.32492"
309,"50.63979,-3.78703"
312,"50.51621,-3.75753"
313,"50.52146,-3.75698"
314,"50.44147,-3.85239"
315,"50.36308,-3.9112"
316,"50.31396,-3.80071"
318,"50.47904,-3.7614"
320,"50.6957,-3.73948"
321,"50.55177,-3.91685"
323,"50.39343,-3.7305"
324,"50.53928,-3.70225"
325,"50.42179,-3.91807"
326,"50.59561,-3.68285"
328,"50.53327,-3.65778"
329,"50.48681,-3.56894"
330,"50.64028,-4.33075"
331,"50.63553,-4.27975"
332,"50.53129,-4.22184"
333,"50.50997,-4.09809"
334,"50.40101,-4.03933"
335,"50.38713,-4.06171"
337,"50.49347,-4.14957"
338,"50.60015,-4.30679"
339,"50.65804,-4.24187"
340,"50.3427,-4.00539"
341,"50.63961,-4.40765"
342,"50.65512,-4.35342"
343,"50.56083,-4.48018"
344,"50.41786,-3.95944"
345,"50.76624,-4.42551"
346,"50.586,-4.10669"
347,"50.44016,-4.29879"
348,"50.57025,-4.3185"
349,"50.4132,-4.33117"
350,"50.64719,-4.26741"
352,"50.64172,-4.36283"
353,"50.55065,-4.14271"
354,"50.72683,-4.20308"
355,"50.312,-5.16615"
356,"50.26604,-4.91859"
357,"50.33343,-5.14436"
361,"50.08363,-5.2912"
362,"50.34021,-5.15745"
363,"50.3705,-4.7106"
364,"50.13745,-5.40695"
365,"50.15689,-5.43291"
366,"50.31917,-4.89888"
367,"50.26492,-5.06048"
369,"50.22941,-5.12093"
370,"50.13113,-5.25531"
371,"50.39083,-4.75348"
373,"50.29227,-4.78162"
374,"50.31179,-4.80007"
381,"50.43119,-4.67962"
382,"50.80643,-4.53646"
384,"50.84449,-4.50916"
387,"50.56682,-4.75051"
388,"50.33115,-4.52004"
389,"50.50125,-4.50073"
390,"50.47722,-4.5953"
392,"50.45872,-4.60474"
393,"50.55881,-4.63779"
394,"50.39322,-5.05621"
396,"50.41046,-4.39454"
397,"50.50931,-4.8048"
398,"50.78869,-4.51634"
401,"51.09998,-4.01"
402,"50.97307,-3.90969"
403,"50.94628,-4.13718"
404,"50.88228,-4.06516"
405,"50.84303,-4.12223"
406,"50.84547,-3.88625"
407,"50.79969,-3.99978"
408,"50.79331,-4.09042"
411,"50.90778,-3.86365"
412,"51.07319,-4.04127"
414,"50.93991,-3.90758"
415,"51.07673,-3.8668"
416,"50.7794,-4.12779"
417,"51.05516,-3.79503"
418,"51.1187,-4.04845"
419,"51.07495,-4.05091"
420,"51.05315,-3.9694"
421,"50.99543,-3.98508"
424,"50.97732,-4.17807"
425,"50.90174,-4.39286"
427,"50.73783,-3.91759"
428,"51.21915,-3.75199"
429,"50.85782,-3.81059"
430,"51.13391,-4.15311"
431,"51.0169,-3.82248"
433,"51.1113,-4.16179"
436,"51.20106,-3.57803"
437,"51.17772,-3.30541"
438,"51.14634,-3.37379"
440,"51.03553,-3.26595"
441,"50.9745,-3.31379"
443,"51.00337,-2.68323"
444,"51.02317,-2.56556"
445,"50.96493,-2.91202"
446,"50.92185,-2.94054"
447,"50.92687,-2.76853"
448,"50.94351,-2.60865"
449,"51.05497,-2.93606"
450,"50.97605,-2.79354"
451,"51.03168,-2.79898"
452,"50.94788,-2.50309"
454,"51.0536,-2.89172"
455,"51.0349,-2.8339"
456,"51.05497,-2.93606"
457,"50.87369,-2.56599"
458,"51.14916,-3.06182"
459,"51.03161,-2.79901"
460,"51.00814,-2.83209"
461,"51.00814,-2.83209"
462,"51.36394,-2.78891"
464,"51.13677,-2.72446"
